"drug","disease","classification","notes","drug_url","disease_url"
"Irinotecan","hematologic cancer","DM","","http://www.drugbank.ca/drugs/DB00762","http://www.disease-ontology.org/term/DOID%3A2531"
"Irinotecan","lung cancer","DM","","http://www.drugbank.ca/drugs/DB00762","http://www.disease-ontology.org/term/DOID%3A1324"
"Irinotecan","pancreatic cancer","DM","","http://www.drugbank.ca/drugs/DB00762","http://www.disease-ontology.org/term/DOID%3A1793"
"Irinotecan","stomach cancer","DM","","http://www.drugbank.ca/drugs/DB00762","http://www.disease-ontology.org/term/DOID%3A10534"
"Isocarboxazid","panic disorder","SYM","","http://www.drugbank.ca/drugs/DB01247","http://www.disease-ontology.org/term/DOID%3A594"
"Isoetarine","asthma","SYM","","http://www.drugbank.ca/drugs/DB00221","http://www.disease-ontology.org/term/DOID%3A2841"
"Isoprenaline","asthma","SYM","","http://www.drugbank.ca/drugs/DB01064","http://www.disease-ontology.org/term/DOID%3A2841"
"Isosorbide Dinitrate","coronary artery disease","SYM","","http://www.drugbank.ca/drugs/DB00883","http://www.disease-ontology.org/term/DOID%3A3393"
"Isosorbide Dinitrate","hypertension","NOT","","http://www.drugbank.ca/drugs/DB00883","http://www.disease-ontology.org/term/DOID%3A10763"
"Isosorbide Mononitrate","coronary artery disease","SYM","","http://www.drugbank.ca/drugs/DB01020","http://www.disease-ontology.org/term/DOID%3A3393"
"Isotretinoin","hematologic cancer","NOT","","http://www.drugbank.ca/drugs/DB00982","http://www.disease-ontology.org/term/DOID%3A2531"
"Isotretinoin","peripheral nervous system neoplasm","DM","","http://www.drugbank.ca/drugs/DB00982","http://www.disease-ontology.org/term/DOID%3A1192"
"Isradipine","hypertension","DM","","http://www.drugbank.ca/drugs/DB00270","http://www.disease-ontology.org/term/DOID%3A10763"
"Ixabepilone","breast cancer","DM","","http://www.drugbank.ca/drugs/DB04845","http://www.disease-ontology.org/term/DOID%3A1612"
"Ketoprofen","osteoarthritis","SYM","","http://www.drugbank.ca/drugs/DB01009","http://www.disease-ontology.org/term/DOID%3A8398"
"Ketotifen","asthma","SYM","","http://www.drugbank.ca/drugs/DB00920","http://www.disease-ontology.org/term/DOID%3A2841"
"L-Carnitine","autistic disorder","SYM","","http://www.drugbank.ca/drugs/DB00583","http://www.disease-ontology.org/term/DOID%3A12849"
"L-DOPA","Parkinson's disease","SYM","","http://www.drugbank.ca/drugs/DB01235","http://www.disease-ontology.org/term/DOID%3A14330"
"L-DOPA","restless legs syndrome","SYM","Pilot classification: symptomatic ; Pilot notes:","http://www.drugbank.ca/drugs/DB01235","http://www.disease-ontology.org/term/DOID%3A0050425"
"Labetalol","hypertension","DM","","http://www.drugbank.ca/drugs/DB00598","http://www.disease-ontology.org/term/DOID%3A10763"
"Lacosamide","epilepsy syndrome","SYM","","http://www.drugbank.ca/drugs/DB06218","http://www.disease-ontology.org/term/DOID%3A1826"
"Lamivudine","acquired immunodeficiency syndrome","DM","","http://www.drugbank.ca/drugs/DB00709","http://www.disease-ontology.org/term/DOID%3A635"
"Lamivudine","hepatitis B","DM","","http://www.drugbank.ca/drugs/DB00709","http://www.disease-ontology.org/term/DOID%3A2043"
"Lamotrigine","bipolar disorder","SYM","","http://www.drugbank.ca/drugs/DB00555","http://www.disease-ontology.org/term/DOID%3A3312"
"Lamotrigine","epilepsy syndrome","SYM","","http://www.drugbank.ca/drugs/DB00555","http://www.disease-ontology.org/term/DOID%3A1826"
"Lamotrigine","schizophrenia","SYM","","http://www.drugbank.ca/drugs/DB00555","http://www.disease-ontology.org/term/DOID%3A5419"
"Lapatinib","breast cancer","DM","","http://www.drugbank.ca/drugs/DB01259","http://www.disease-ontology.org/term/DOID%3A1612"
"Latanoprost","glaucoma","DM","","http://www.drugbank.ca/drugs/DB00654","http://www.disease-ontology.org/term/DOID%3A1686"
"Latanoprost","hypertension","NOT","","http://www.drugbank.ca/drugs/DB00654","http://www.disease-ontology.org/term/DOID%3A10763"
"Leflunomide","rheumatoid arthritis","DM","","http://www.drugbank.ca/drugs/DB01097","http://www.disease-ontology.org/term/DOID%3A7148"
"Leflunomide","systemic lupus erythematosus","DM","","http://www.drugbank.ca/drugs/DB01097","http://www.disease-ontology.org/term/DOID%3A9074"
"Leflunomide","systemic scleroderma","DM","","http://www.drugbank.ca/drugs/DB01097","http://www.disease-ontology.org/term/DOID%3A418"
"Lenalidomide","hematologic cancer","DM","","http://www.drugbank.ca/drugs/DB00480","http://www.disease-ontology.org/term/DOID%3A2531"
"Letrozole","breast cancer","DM","","http://www.drugbank.ca/drugs/DB01006","http://www.disease-ontology.org/term/DOID%3A1612"
"Leucovorin","bone cancer","SYM","an adjuvant med for chemo","http://www.drugbank.ca/drugs/DB00650","http://www.disease-ontology.org/term/DOID%3A184"
"Leucovorin","colon cancer","SYM","","http://www.drugbank.ca/drugs/DB00650","http://www.disease-ontology.org/term/DOID%3A219"
"Levetiracetam","epilepsy syndrome","SYM","","http://www.drugbank.ca/drugs/DB01202","http://www.disease-ontology.org/term/DOID%3A1826"
"Levobunolol","glaucoma","DM","","http://www.drugbank.ca/drugs/DB01210","http://www.disease-ontology.org/term/DOID%3A1686"
"Levobunolol","hypertension","NOT","","http://www.drugbank.ca/drugs/DB01210","http://www.disease-ontology.org/term/DOID%3A10763"
"Levofloxacin","asthma","NOT","","http://www.drugbank.ca/drugs/DB01137","http://www.disease-ontology.org/term/DOID%3A2841"
"Levofloxacin","chronic obstructive pulmonary disease","NOT","","http://www.drugbank.ca/drugs/DB01137","http://www.disease-ontology.org/term/DOID%3A3083"
"Levonorgestrel","polycystic ovary syndrome","SYM","","http://www.drugbank.ca/drugs/DB00367","http://www.disease-ontology.org/term/DOID%3A11612"
"Levothyroxine","Graves' disease","NOT","possibly for hypothyroid grave's","http://www.drugbank.ca/drugs/DB00451","http://www.disease-ontology.org/term/DOID%3A12361"
"Levothyroxine","coronary artery disease","NOT","","http://www.drugbank.ca/drugs/DB00451","http://www.disease-ontology.org/term/DOID%3A3393"
"Levothyroxine","hypothyroidism","DM","","http://www.drugbank.ca/drugs/DB00451","http://www.disease-ontology.org/term/DOID%3A1459"
"Levothyroxine","thyroid cancer","SYM","","http://www.drugbank.ca/drugs/DB00451","http://www.disease-ontology.org/term/DOID%3A1781"
"Lidocaine","coronary artery disease","SYM","","http://www.drugbank.ca/drugs/DB00281","http://www.disease-ontology.org/term/DOID%3A3393"
"Lidocaine","osteoarthritis","SYM","","http://www.drugbank.ca/drugs/DB00281","http://www.disease-ontology.org/term/DOID%3A8398"
"Lidocaine","rheumatoid arthritis","SYM","","http://www.drugbank.ca/drugs/DB00281","http://www.disease-ontology.org/term/DOID%3A7148"
"Lidocaine","systemic scleroderma","SYM","","http://www.drugbank.ca/drugs/DB00281","http://www.disease-ontology.org/term/DOID%3A418"
"Linagliptin","type 2 diabetes mellitus","DM","Pilot classification: disease-modifying; Pilot notes:","http://www.drugbank.ca/drugs/DB08882","http://www.disease-ontology.org/term/DOID%3A9352"
"Liothyronine","Graves' disease","NOT","","http://www.drugbank.ca/drugs/DB00279","http://www.disease-ontology.org/term/DOID%3A12361"
"Liothyronine","hypothyroidism","DM","","http://www.drugbank.ca/drugs/DB00279","http://www.disease-ontology.org/term/DOID%3A1459"
"Liothyronine","thyroid cancer","SYM","","http://www.drugbank.ca/drugs/DB00279","http://www.disease-ontology.org/term/DOID%3A1781"
"Liotrix","Graves' disease","NOT","","http://www.drugbank.ca/drugs/DB01583","http://www.disease-ontology.org/term/DOID%3A12361"
"Liotrix","coronary artery disease","NOT","","http://www.drugbank.ca/drugs/DB01583","http://www.disease-ontology.org/term/DOID%3A3393"
"Liotrix","hypothyroidism","DM","","http://www.drugbank.ca/drugs/DB01583","http://www.disease-ontology.org/term/DOID%3A1459"
"Liotrix","thyroid cancer","SYM","","http://www.drugbank.ca/drugs/DB01583","http://www.disease-ontology.org/term/DOID%3A1781"
"Lisdexamfetamine","attention deficit hyperactivity disorder","SYM","","http://www.drugbank.ca/drugs/DB01255","http://www.disease-ontology.org/term/DOID%3A1094"
"Lisinopril","coronary artery disease","DM","","http://www.drugbank.ca/drugs/DB00722","http://www.disease-ontology.org/term/DOID%3A3393"
"Lisinopril","dilated cardiomyopathy","DM","","http://www.drugbank.ca/drugs/DB00722","http://www.disease-ontology.org/term/DOID%3A12930"
"Lisinopril","hypertension","DM","","http://www.drugbank.ca/drugs/DB00722","http://www.disease-ontology.org/term/DOID%3A10763"
"Lisinopril","kidney cancer","NOT","","http://www.drugbank.ca/drugs/DB00722","http://www.disease-ontology.org/term/DOID%3A263"
"Lisinopril","systemic lupus erythematosus","NOT","","http://www.drugbank.ca/drugs/DB00722","http://www.disease-ontology.org/term/DOID%3A9074"
"Lisinopril","systemic scleroderma","NOT","","http://www.drugbank.ca/drugs/DB00722","http://www.disease-ontology.org/term/DOID%3A418"
"Lithium","schizophrenia","SYM","","http://www.drugbank.ca/drugs/DB01356","http://www.disease-ontology.org/term/DOID%3A5419"
"Lomustine","brain cancer","DM","","http://www.drugbank.ca/drugs/DB01206","http://www.disease-ontology.org/term/DOID%3A1319"
"Lomustine","hematologic cancer","DM","","http://www.drugbank.ca/drugs/DB01206","http://www.disease-ontology.org/term/DOID%3A2531"
"Lomustine","kidney cancer","NOT","","http://www.drugbank.ca/drugs/DB01206","http://www.disease-ontology.org/term/DOID%3A263"
"Lomustine","melanoma","NOT","","http://www.drugbank.ca/drugs/DB01206","http://www.disease-ontology.org/term/DOID%3A1909"
"Lomustine","skin cancer","NOT","","http://www.drugbank.ca/drugs/DB01206","http://www.disease-ontology.org/term/DOID%3A4159"
"Lopinavir","acquired immunodeficiency syndrome","DM","","http://www.drugbank.ca/drugs/DB01601","http://www.disease-ontology.org/term/DOID%3A635"
"Loratadine","allergic rhinitis","SYM","","http://www.drugbank.ca/drugs/DB00455","http://www.disease-ontology.org/term/DOID%3A4481"
"Loratadine","asthma","SYM","","http://www.drugbank.ca/drugs/DB00455","http://www.disease-ontology.org/term/DOID%3A2841"
"Loratadine","atopic dermatitis","SYM","","http://www.drugbank.ca/drugs/DB00455","http://www.disease-ontology.org/term/DOID%3A3310"
"Lorazepam","panic disorder","SYM","","http://www.drugbank.ca/drugs/DB00186","http://www.disease-ontology.org/term/DOID%3A594"
"Losartan","coronary artery disease","DM","","http://www.drugbank.ca/drugs/DB00678","http://www.disease-ontology.org/term/DOID%3A3393"
"Losartan","hypertension","DM","","http://www.drugbank.ca/drugs/DB00678","http://www.disease-ontology.org/term/DOID%3A10763"
"Losartan","type 2 diabetes mellitus","NOT","","http://www.drugbank.ca/drugs/DB00678","http://www.disease-ontology.org/term/DOID%3A9352"
"Lovastatin","atherosclerosis","DM","","http://www.drugbank.ca/drugs/DB00227","http://www.disease-ontology.org/term/DOID%3A1936"
"Lovastatin","coronary artery disease","DM","","http://www.drugbank.ca/drugs/DB00227","http://www.disease-ontology.org/term/DOID%3A3393"
"Lovastatin","hypertension","NOT","","http://www.drugbank.ca/drugs/DB00227","http://www.disease-ontology.org/term/DOID%3A10763"
"Loxapine","schizophrenia","SYM","","http://www.drugbank.ca/drugs/DB00408","http://www.disease-ontology.org/term/DOID%3A5419"
"Magnesium Sulfate","hypertension","NOT","","http://www.drugbank.ca/drugs/DB00653","http://www.disease-ontology.org/term/DOID%3A10763"
"Magnesium salicylate","psoriasis","NOT","","http://www.drugbank.ca/drugs/DB01397","http://www.disease-ontology.org/term/DOID%3A8893"
"Mannitol","glaucoma","SYM","acutely ","http://www.drugbank.ca/drugs/DB00742","http://www.disease-ontology.org/term/DOID%3A1686"
"Maprotiline","panic disorder","SYM","","http://www.drugbank.ca/drugs/DB00934","http://www.disease-ontology.org/term/DOID%3A594"
"Mecamylamine","Gilles de la Tourette syndrome","SYM","","http://www.drugbank.ca/drugs/DB00657","http://www.disease-ontology.org/term/DOID%3A11119"
"Mecamylamine","hypertension","NOT","not used anymore","http://www.drugbank.ca/drugs/DB00657","http://www.disease-ontology.org/term/DOID%3A10763"
"Mechlorethamine","hematologic cancer","DM","","http://www.drugbank.ca/drugs/DB00888","http://www.disease-ontology.org/term/DOID%3A2531"
"Mechlorethamine","lymphatic system cancer","DM","","http://www.drugbank.ca/drugs/DB00888","http://www.disease-ontology.org/term/DOID%3A0060073"
"Medroxyprogesterone Acetate","breast cancer","NOT","","http://www.drugbank.ca/drugs/DB00603","http://www.disease-ontology.org/term/DOID%3A1612"
"Medroxyprogesterone Acetate","kidney cancer","NOT","","http://www.drugbank.ca/drugs/DB00603","http://www.disease-ontology.org/term/DOID%3A263"
"Medroxyprogesterone Acetate","osteoporosis","NOT","","http://www.drugbank.ca/drugs/DB00603","http://www.disease-ontology.org/term/DOID%3A11476"
"Medroxyprogesterone Acetate","uterine cancer","NOT","","http://www.drugbank.ca/drugs/DB00603","http://www.disease-ontology.org/term/DOID%3A363"
"Megestrol acetate","breast cancer","DM","","http://www.drugbank.ca/drugs/DB00351","http://www.disease-ontology.org/term/DOID%3A1612"
"Melatonin","kidney cancer","NOT","","http://www.drugbank.ca/drugs/DB01065","http://www.disease-ontology.org/term/DOID%3A263"
"Melatonin","prostate cancer","NOT","","http://www.drugbank.ca/drugs/DB01065","http://www.disease-ontology.org/term/DOID%3A10283"
"Meloxicam","ankylosing spondylitis","SYM","","http://www.drugbank.ca/drugs/DB00814","http://www.disease-ontology.org/term/DOID%3A7147"
"Meloxicam","osteoarthritis","SYM","","http://www.drugbank.ca/drugs/DB00814","http://www.disease-ontology.org/term/DOID%3A8398"
"Meloxicam","rheumatoid arthritis","SYM","Pilot classification: symptomatic; Pilot notes:","http://www.drugbank.ca/drugs/DB00814","http://www.disease-ontology.org/term/DOID%3A7148"
"Meloxicam","systemic lupus erythematosus","SYM","","http://www.drugbank.ca/drugs/DB00814","http://www.disease-ontology.org/term/DOID%3A9074"
"Meloxicam","systemic scleroderma","SYM","","http://www.drugbank.ca/drugs/DB00814","http://www.disease-ontology.org/term/DOID%3A418"
"Melphalan","breast cancer","NOT","","http://www.drugbank.ca/drugs/DB01042","http://www.disease-ontology.org/term/DOID%3A1612"
"Melphalan","hematologic cancer","DM","","http://www.drugbank.ca/drugs/DB01042","http://www.disease-ontology.org/term/DOID%3A2531"
"Melphalan","melanoma","NOT","","http://www.drugbank.ca/drugs/DB01042","http://www.disease-ontology.org/term/DOID%3A1909"
"Melphalan","muscle cancer","NOT","","http://www.drugbank.ca/drugs/DB01042","http://www.disease-ontology.org/term/DOID%3A4045"
"Melphalan","ovarian cancer","NOT","","http://www.drugbank.ca/drugs/DB01042","http://www.disease-ontology.org/term/DOID%3A2394"
"Melphalan","peripheral nervous system neoplasm","NOT","","http://www.drugbank.ca/drugs/DB01042","http://www.disease-ontology.org/term/DOID%3A1192"
"Melphalan","sarcoma","NOT","","http://www.drugbank.ca/drugs/DB01042","http://www.disease-ontology.org/term/DOID%3A1115"
"Melphalan","skin cancer","NOT","","http://www.drugbank.ca/drugs/DB01042","http://www.disease-ontology.org/term/DOID%3A4159"
"Memantine","Alzheimer's disease","SYM","","http://www.drugbank.ca/drugs/DB01043","http://www.disease-ontology.org/term/DOID%3A10652"
"Memantine","Parkinson's disease","SYM","","http://www.drugbank.ca/drugs/DB01043","http://www.disease-ontology.org/term/DOID%3A14330"
"Mercaptopurine","Crohn's disease","DM","","http://www.drugbank.ca/drugs/DB01033","http://www.disease-ontology.org/term/DOID%3A8778"
"Mercaptopurine","hematologic cancer","DM","","http://www.drugbank.ca/drugs/DB01033","http://www.disease-ontology.org/term/DOID%3A2531"
"Mercaptopurine","ulcerative colitis","DM","","http://www.drugbank.ca/drugs/DB01033","http://www.disease-ontology.org/term/DOID%3A8577"
"Mesalazine","Crohn's disease","DM","","http://www.drugbank.ca/drugs/DB00244","http://www.disease-ontology.org/term/DOID%3A8778"
"Mesalazine","ulcerative colitis","DM","","http://www.drugbank.ca/drugs/DB00244","http://www.disease-ontology.org/term/DOID%3A8577"
"Mesoridazine","schizophrenia","SYM","","http://www.drugbank.ca/drugs/DB00933","http://www.disease-ontology.org/term/DOID%3A5419"
"Mestranol","ovarian cancer","NOT","","http://www.drugbank.ca/drugs/DB01357","http://www.disease-ontology.org/term/DOID%3A2394"
"Metformin","kidney cancer","NOT","Pilot classification: symptomatic; Pilot notes: some studies suggest it may be beneficial but not one from 2013","http://www.drugbank.ca/drugs/DB00331","http://www.disease-ontology.org/term/DOID%3A263"
"Metformin","liver cancer","NOT","","http://www.drugbank.ca/drugs/DB00331","http://www.disease-ontology.org/term/DOID%3A3571"
"Metformin","metabolic syndrome X","DM","","http://www.drugbank.ca/drugs/DB00331","http://www.disease-ontology.org/term/DOID%3A14221"
"Metformin","polycystic ovary syndrome","DM","","http://www.drugbank.ca/drugs/DB00331","http://www.disease-ontology.org/term/DOID%3A11612"
"Metformin","prostate cancer","NOT","","http://www.drugbank.ca/drugs/DB00331","http://www.disease-ontology.org/term/DOID%3A10283"
"Metformin","type 2 diabetes mellitus","DM","","http://www.drugbank.ca/drugs/DB00331","http://www.disease-ontology.org/term/DOID%3A9352"
"Methamphetamine","attention deficit hyperactivity disorder","SYM","","http://www.drugbank.ca/drugs/DB01577","http://www.disease-ontology.org/term/DOID%3A1094"
"Methamphetamine","narcolepsy","SYM","","http://www.drugbank.ca/drugs/DB01577","http://www.disease-ontology.org/term/DOID%3A8986"
"Methamphetamine","obesity","SYM","tough decision","http://www.drugbank.ca/drugs/DB01577","http://www.disease-ontology.org/term/DOID%3A9970"
"Methazolamide","glaucoma","DM","","http://www.drugbank.ca/drugs/DB00703","http://www.disease-ontology.org/term/DOID%3A1686"
"Methimazole","Graves' disease","DM","","http://www.drugbank.ca/drugs/DB00763","http://www.disease-ontology.org/term/DOID%3A12361"
"Methotrexate","ankylosing spondylitis","DM","","http://www.drugbank.ca/drugs/DB00563","http://www.disease-ontology.org/term/DOID%3A7147"
"Methotrexate","bone cancer","DM","","http://www.drugbank.ca/drugs/DB00563","http://www.disease-ontology.org/term/DOID%3A184"
"Methotrexate","breast cancer","DM","","http://www.drugbank.ca/drugs/DB00563","http://www.disease-ontology.org/term/DOID%3A1612"
"Methotrexate","colon cancer","DM","","http://www.drugbank.ca/drugs/DB00563","http://www.disease-ontology.org/term/DOID%3A219"
"Methotrexate","esophageal cancer","DM","","http://www.drugbank.ca/drugs/DB00563","http://www.disease-ontology.org/term/DOID%3A5041"
"Methotrexate","germ cell cancer","DM","","http://www.drugbank.ca/drugs/DB00563","http://www.disease-ontology.org/term/DOID%3A2994"
"Methotrexate","hematologic cancer","DM","","http://www.drugbank.ca/drugs/DB00563","http://www.disease-ontology.org/term/DOID%3A2531"
"Methotrexate","lung cancer","DM","","http://www.drugbank.ca/drugs/DB00563","http://www.disease-ontology.org/term/DOID%3A1324"
"Methotrexate","lymphatic system cancer","DM","","http://www.drugbank.ca/drugs/DB00563","http://www.disease-ontology.org/term/DOID%3A0060073"
"Methotrexate","multiple sclerosis","DM","","http://www.drugbank.ca/drugs/DB00563","http://www.disease-ontology.org/term/DOID%3A2377"
"Methotrexate","muscle cancer","DM","","http://www.drugbank.ca/drugs/DB00563","http://www.disease-ontology.org/term/DOID%3A4045"
"Methotrexate","psoriasis","DM","","http://www.drugbank.ca/drugs/DB00563","http://www.disease-ontology.org/term/DOID%3A8893"
"Methotrexate","psoriatic arthritis","DM","","http://www.drugbank.ca/drugs/DB00563","http://www.disease-ontology.org/term/DOID%3A9008"
"Methotrexate","rheumatoid arthritis","DM","","http://www.drugbank.ca/drugs/DB00563","http://www.disease-ontology.org/term/DOID%3A7148"
"Methotrexate","stomach cancer","DM","","http://www.drugbank.ca/drugs/DB00563","http://www.disease-ontology.org/term/DOID%3A10534"
"Methotrexate","systemic lupus erythematosus","DM","","http://www.drugbank.ca/drugs/DB00563","http://www.disease-ontology.org/term/DOID%3A9074"
"Methotrexate","systemic scleroderma","DM","","http://www.drugbank.ca/drugs/DB00563","http://www.disease-ontology.org/term/DOID%3A418"
"Methotrexate","testicular cancer","DM","","http://www.drugbank.ca/drugs/DB00563","http://www.disease-ontology.org/term/DOID%3A2998"
"Methotrexate","urinary bladder cancer","DM","","http://www.drugbank.ca/drugs/DB00563","http://www.disease-ontology.org/term/DOID%3A11054"
"Methoxsalen","hematologic cancer","DM","","http://www.drugbank.ca/drugs/DB00553","http://www.disease-ontology.org/term/DOID%3A2531"
"Methoxsalen","psoriasis","DM","","http://www.drugbank.ca/drugs/DB00553","http://www.disease-ontology.org/term/DOID%3A8893"
"Methoxsalen","vitiligo","DM","","http://www.drugbank.ca/drugs/DB00553","http://www.disease-ontology.org/term/DOID%3A12306"
"Methyldopa","hypertension","DM","","http://www.drugbank.ca/drugs/DB00968","http://www.disease-ontology.org/term/DOID%3A10763"
"Methylergometrine","migraine","SYM","","http://www.drugbank.ca/drugs/DB00353","http://www.disease-ontology.org/term/DOID%3A6364"
"Methylphenidate","attention deficit hyperactivity disorder","SYM","","http://www.drugbank.ca/drugs/DB00422","http://www.disease-ontology.org/term/DOID%3A1094"
"Methylprednisolone","allergic rhinitis","SYM","acute","http://www.drugbank.ca/drugs/DB00959","http://www.disease-ontology.org/term/DOID%3A4481"
"Methylprednisolone","anemia","SYM","","http://www.drugbank.ca/drugs/DB00959","http://www.disease-ontology.org/term/DOID%3A2355"
"Methylprednisolone","ankylosing spondylitis","SYM","","http://www.drugbank.ca/drugs/DB00959","http://www.disease-ontology.org/term/DOID%3A7147"
"Methylprednisolone","asthma","SYM","","http://www.drugbank.ca/drugs/DB00959","http://www.disease-ontology.org/term/DOID%3A2841"
"Methylprednisolone","atopic dermatitis","SYM","","http://www.drugbank.ca/drugs/DB00959","http://www.disease-ontology.org/term/DOID%3A3310"
"Methylprednisolone","brain cancer","SYM","","http://www.drugbank.ca/drugs/DB00959","http://www.disease-ontology.org/term/DOID%3A1319"
"Methylprednisolone","gout","SYM","","http://www.drugbank.ca/drugs/DB00959","http://www.disease-ontology.org/term/DOID%3A13189"
"Methylprednisolone","hematologic cancer","SYM","","http://www.drugbank.ca/drugs/DB00959","http://www.disease-ontology.org/term/DOID%3A2531"
"Methylprednisolone","multiple sclerosis","SYM","","http://www.drugbank.ca/drugs/DB00959","http://www.disease-ontology.org/term/DOID%3A2377"
"Methylprednisolone","osteoarthritis","SYM","","http://www.drugbank.ca/drugs/DB00959","http://www.disease-ontology.org/term/DOID%3A8398"
"Methylprednisolone","psoriatic arthritis","SYM","","http://www.drugbank.ca/drugs/DB00959","http://www.disease-ontology.org/term/DOID%3A9008"
"Methylprednisolone","rheumatoid arthritis","SYM","","http://www.drugbank.ca/drugs/DB00959","http://www.disease-ontology.org/term/DOID%3A7148"
"Methylprednisolone","systemic lupus erythematosus","SYM","","http://www.drugbank.ca/drugs/DB00959","http://www.disease-ontology.org/term/DOID%3A9074"
"Methylprednisolone","ulcerative colitis","SYM","","http://www.drugbank.ca/drugs/DB00959","http://www.disease-ontology.org/term/DOID%3A8577"
"Methyltestosterone","breast cancer","DM","","http://www.drugbank.ca/drugs/DB06710","http://www.disease-ontology.org/term/DOID%3A1612"
"Methyltestosterone","osteoporosis","NOT","","http://www.drugbank.ca/drugs/DB06710","http://www.disease-ontology.org/term/DOID%3A11476"
"Metipranolol","glaucoma","DM","","http://www.drugbank.ca/drugs/DB01214","http://www.disease-ontology.org/term/DOID%3A1686"
"Metoclopramide","migraine","SYM","","http://www.drugbank.ca/drugs/DB01233","http://www.disease-ontology.org/term/DOID%3A6364"
"Metoclopramide","prostate cancer","SYM","Pilot classification: ? Symptomatic; Pilot notes: cant find anything that suggests it is disease modifying","http://www.drugbank.ca/drugs/DB01233","http://www.disease-ontology.org/term/DOID%3A10283"
"Metoclopramide","systemic scleroderma","SYM","","http://www.drugbank.ca/drugs/DB01233","http://www.disease-ontology.org/term/DOID%3A418"
"Metolazone","hypertension","NOT","diuretic","http://www.drugbank.ca/drugs/DB00524","http://www.disease-ontology.org/term/DOID%3A10763"
"Metoprolol","hypertension","DM","Pilot classification: disease-modifying; Pilot notes:","http://www.drugbank.ca/drugs/DB00264","http://www.disease-ontology.org/term/DOID%3A10763"
"Metronidazole","Crohn's disease","NOT","","http://www.drugbank.ca/drugs/DB00916","http://www.disease-ontology.org/term/DOID%3A8778"
"Metronidazole","systemic scleroderma","NOT","","http://www.drugbank.ca/drugs/DB00916","http://www.disease-ontology.org/term/DOID%3A418"
"Metyrosine","hypertension","NOT","pheo","http://www.drugbank.ca/drugs/DB00765","http://www.disease-ontology.org/term/DOID%3A10763"
"Midazolam","epilepsy syndrome","SYM","","http://www.drugbank.ca/drugs/DB00683","http://www.disease-ontology.org/term/DOID%3A1826"
"Mifepristone","brain cancer","NOT","","http://www.drugbank.ca/drugs/DB00834","http://www.disease-ontology.org/term/DOID%3A1319"
"Mifepristone","meningioma","NOT","","http://www.drugbank.ca/drugs/DB00834","http://www.disease-ontology.org/term/DOID%3A3565"
"Miglitol","type 2 diabetes mellitus","DM","","http://www.drugbank.ca/drugs/DB00491","http://www.disease-ontology.org/term/DOID%3A9352"
"Minocycline","systemic scleroderma","NOT","","http://www.drugbank.ca/drugs/DB01017","http://www.disease-ontology.org/term/DOID%3A418"
"Minoxidil","epilepsy syndrome","NOT","","http://www.drugbank.ca/drugs/DB00350","http://www.disease-ontology.org/term/DOID%3A1826"
"Minoxidil","hypertension","NOT","not used anymore","http://www.drugbank.ca/drugs/DB00350","http://www.disease-ontology.org/term/DOID%3A10763"
"Misoprostol","osteoarthritis","NOT","","http://www.drugbank.ca/drugs/DB00929","http://www.disease-ontology.org/term/DOID%3A8398"
"Mitomycin","glaucoma","NOT","used in glaucoma surg","http://www.drugbank.ca/drugs/DB00305","http://www.disease-ontology.org/term/DOID%3A1686"
"Mitomycin","stomach cancer","DM","","http://www.drugbank.ca/drugs/DB00305","http://www.disease-ontology.org/term/DOID%3A10534"
"Mitomycin","urinary bladder cancer","DM","","http://www.drugbank.ca/drugs/DB00305","http://www.disease-ontology.org/term/DOID%3A11054"
"Mitoxantrone","breast cancer","DM","","http://www.drugbank.ca/drugs/DB01204","http://www.disease-ontology.org/term/DOID%3A1612"
"Mitoxantrone","hematologic cancer","DM","","http://www.drugbank.ca/drugs/DB01204","http://www.disease-ontology.org/term/DOID%3A2531"
"Mitoxantrone","lymphatic system cancer","DM","","http://www.drugbank.ca/drugs/DB01204","http://www.disease-ontology.org/term/DOID%3A0060073"
"Mitoxantrone","multiple sclerosis","DM","","http://www.drugbank.ca/drugs/DB01204","http://www.disease-ontology.org/term/DOID%3A2377"
"Mitoxantrone","prostate cancer","DM","Pilot classification: disease-modifying; Pilot notes:","http://www.drugbank.ca/drugs/DB01204","http://www.disease-ontology.org/term/DOID%3A10283"
"Mitoxantrone","sarcoma","DM","","http://www.drugbank.ca/drugs/DB01204","http://www.disease-ontology.org/term/DOID%3A1115"
"Modafinil","Parkinson's disease","SYM","","http://www.drugbank.ca/drugs/DB00745","http://www.disease-ontology.org/term/DOID%3A14330"
"Modafinil","attention deficit hyperactivity disorder","SYM","","http://www.drugbank.ca/drugs/DB00745","http://www.disease-ontology.org/term/DOID%3A1094"
"Modafinil","multiple sclerosis","SYM","","http://www.drugbank.ca/drugs/DB00745","http://www.disease-ontology.org/term/DOID%3A2377"
"Modafinil","narcolepsy","SYM","","http://www.drugbank.ca/drugs/DB00745","http://www.disease-ontology.org/term/DOID%3A8986"
"Moexipril","hypertension","DM","","http://www.drugbank.ca/drugs/DB00691","http://www.disease-ontology.org/term/DOID%3A10763"
"Mometasone","asthma","DM","","http://www.drugbank.ca/drugs/DB00764","http://www.disease-ontology.org/term/DOID%3A2841"
"Mometasone","atopic dermatitis","DM","","http://www.drugbank.ca/drugs/DB00764","http://www.disease-ontology.org/term/DOID%3A3310"
